image_id,clip_source,clip_feat_000,clip_feat_001,clip_feat_002,clip_feat_003,clip_feat_004,clip_feat_005,clip_feat_006,clip_feat_007,clip_feat_008,clip_feat_009,clip_feat_010,clip_feat_011,clip_feat_012,clip_feat_013,clip_feat_014,clip_feat_015,clip_feat_016,clip_feat_017,clip_feat_018,clip_feat_019,clip_feat_020,clip_feat_021,clip_feat_022,clip_feat_023,clip_feat_024,clip_feat_025,clip_feat_026,clip_feat_027,clip_feat_028,clip_feat_029,clip_feat_030,clip_feat_031,clip_feat_032,clip_feat_033,clip_feat_034,clip_feat_035,clip_feat_036,clip_feat_037,clip_feat_038,clip_feat_039,clip_feat_040,clip_feat_041,clip_feat_042,clip_feat_043,clip_feat_044,clip_feat_045,clip_feat_046,clip_feat_047,clip_feat_048,clip_feat_049,clip_feat_050,clip_feat_051,clip_feat_052,clip_feat_053,clip_feat_054,clip_feat_055,clip_feat_056,clip_feat_057,clip_feat_058,clip_feat_059,clip_feat_060,clip_feat_061,clip_feat_062,clip_feat_063
img_ffc2620c17d11333,dummy,0.07376383244991302,-0.0012447201879695058,0.2038297951221466,-0.05027543753385544,0.035402920097112656,-0.12253954261541367,0.07772365212440491,0.09802735596895218,0.2095704823732376,0.10840068012475967,0.05394246056675911,0.010703139938414097,0.1569358855485916,-0.002913490403443575,-0.07152228057384491,-0.15619070827960968,-0.03165479376912117,0.11784262210130692,0.044916972517967224,-0.058165524154901505,-0.059456244111061096,-0.23693358898162842,-0.1052250787615776,0.09597562253475189,-0.029804112389683723,0.07165172696113586,0.0024208431132137775,-0.06477010995149612,0.03549527749419212,0.17640897631645203,0.03059283085167408,0.07001451402902603,-0.22979046404361725,0.09236331284046173,0.026193294674158096,0.16487793624401093,-0.08481531590223312,-0.19495421648025513,0.09575555473566055,-0.07083145529031754,-0.23223717510700226,-0.15034303069114685,0.13778935372829437,0.14067289233207703,-0.06232422962784767,0.10208608210086823,0.04475636035203934,0.06436437368392944,-0.04668569192290306,0.1270839273929596,0.07770246267318726,-0.157478466629982,0.057661350816488266,-0.03835134580731392,0.21834228932857513,0.023265613242983818,0.11145235598087311,0.0901927724480629,-0.14868877828121185,-0.10964404046535492,-0.3289565145969391,0.19173908233642578,0.17967753112316132,0.19634900987148285
img_badfa860935d9a9f,dummy,-0.14179064333438873,0.040294911712408066,-0.07739748060703278,0.05195457860827446,-0.01946118287742138,0.1510399580001831,0.08817483484745026,0.015795761719346046,0.023250944912433624,0.12606804072856903,-0.09239956736564636,0.12818536162376404,0.08436428010463715,-0.036725014448165894,-0.28977158665657043,-0.02460543066263199,-0.19567866623401642,0.013698723167181015,0.32833412289619446,0.027117198333144188,0.19227565824985504,-0.07896991074085236,0.03455882519483566,0.026557831093668938,-0.07141202688217163,0.2324019819498062,-0.022791845723986626,-0.095515176653862,-0.017287228256464005,-0.12444309890270233,0.15659958124160767,0.01722404547035694,0.10976921766996384,0.30476096272468567,0.17919230461120605,0.03635867312550545,-0.18325980007648468,-0.008002350106835365,0.07290668040513992,0.06310524791479111,-0.013859502971172333,0.06382831931114197,-0.03860016167163849,-0.04532560706138611,-0.0932764932513237,0.004284038674086332,-0.02782486565411091,-0.03719986602663994,-0.25834140181541443,0.06944039463996887,0.20864412188529968,-0.01625976711511612,0.02196250669658184,-0.03367951512336731,0.09661510586738586,0.10531803220510483,-0.12260362505912781,0.10006750375032425,0.10915057361125946,-0.1471744328737259,0.035895634442567825,0.2955312132835388,-0.022783946245908737,0.13146284222602844
img_e316109ff5625880,dummy,0.06925550848245621,-0.09810038655996323,0.0014342751819640398,0.07503537833690643,0.1960606724023819,-0.21786659955978394,-0.12083883583545685,0.13069631159305573,0.056733500212430954,-0.17235073447227478,0.02342122048139572,-0.05778713524341583,-0.004950283095240593,-0.10064924508333206,-0.05629802122712135,0.3004399538040161,-0.06563840806484222,0.11222095787525177,0.19099357724189758,-0.1281692236661911,0.046042680740356445,-0.13234534859657288,0.10550510138273239,-0.18841183185577393,0.14538545906543732,-0.009949441999197006,-0.2992118000984192,0.18733999133110046,-0.1314765214920044,0.01793302781879902,-0.08657718449831009,0.06079903990030289,0.00973526667803526,0.17847271263599396,0.013510482385754585,-0.05092882737517357,-0.1492041051387787,-0.29966846108436584,-0.16457036137580872,0.08565697818994522,0.13132056593894958,-0.2208831012248993,0.040733274072408676,0.04612916707992554,-0.05173829570412636,-0.07110638916492462,0.05704044923186302,-0.03611748665571213,-0.11749236285686493,-0.058300845324993134,0.06608449667692184,-0.1330706924200058,0.13484999537467957,-0.009441467933356762,-0.15713080763816833,-0.08947733789682388,0.03827410191297531,0.017046455293893814,0.08139698207378387,0.02571401558816433,-0.13340690732002258,0.05098241567611694,-0.15777850151062012,0.057659368962049484
img_dd506c3924aa20e5,dummy,0.4405388832092285,-0.04536588117480278,0.10556818544864655,-0.18892709910869598,0.1806374341249466,0.058427728712558746,0.03408562019467354,0.1074635460972786,-0.06158226728439331,-0.08515534549951553,-0.12665311992168427,0.04023481532931328,0.14660559594631195,-0.09140665084123611,-0.03447280451655388,-0.039106737822294235,0.021239005029201508,0.0033386745490133762,0.08965586125850677,0.08119282126426697,-0.09479305893182755,0.032694220542907715,0.08703267574310303,-0.11594429612159729,0.005880970042198896,-0.0855225995182991,-0.1038268432021141,-0.1897796392440796,-0.07986778020858765,0.05963656306266785,-0.07117513567209244,-0.25515952706336975,-0.14874453842639923,0.12206003069877625,0.1296914666891098,-0.20001357793807983,0.039901915937662125,-0.1076301708817482,0.055263448506593704,-0.06524323672056198,-0.0178354661911726,0.1253347396850586,-0.09625036269426346,0.08043905347585678,0.11085964739322662,-0.0911707952618599,0.09951598197221756,-0.008537034504115582,-0.12406665086746216,-0.1021873950958252,-0.11291664838790894,0.3218916356563568,0.06306295096874237,-0.18361830711364746,-0.06527027487754822,-0.12674522399902344,0.022807754576206207,-0.017877629026770592,0.18158920109272003,-0.0407838299870491,-0.16656534373760223,0.149836465716362,0.048626165837049484,-0.04072399064898491
img_3746bfe3561eb8bc,dummy,0.1790735423564911,0.1873648464679718,-0.06184859946370125,0.1615113466978073,0.2605244517326355,-0.050278324633836746,-0.15962032973766327,-0.1445484161376953,-0.1045764684677124,0.01086579728871584,-0.20480479300022125,0.0006189110572449863,0.05348534509539604,0.0850801020860672,-0.06528366357088089,-0.17458364367485046,0.11070431023836136,-0.038917720317840576,0.059738658368587494,0.14851853251457214,0.17610450088977814,-0.04697476699948311,0.1066608726978302,0.0410655215382576,-0.017246777191758156,-0.049280572682619095,-0.2064506560564041,-0.0607028566300869,0.13867305219173431,0.13422547280788422,-0.24694880843162537,-0.0703682228922844,-0.031205685809254646,0.03011852130293846,-0.06966514885425568,0.0775739774107933,-0.10200049728155136,-0.09710270166397095,-0.10765917599201202,-0.06512438505887985,-0.022033708170056343,-0.11073022335767746,-0.16484227776527405,0.06647572666406631,-0.19771593809127808,0.17866763472557068,0.16491316258907318,0.06819476932287216,0.029483264312148094,-0.1043621376156807,0.15406815707683563,-0.08622625470161438,0.008288524113595486,-0.11216747760772705,-0.010161715559661388,0.219313383102417,-0.016436686739325523,0.22891542315483093,-0.030154254287481308,-0.037042923271656036,-0.055990591645240784,0.2613338530063629,0.13218586146831512,0.08455988764762878
img_3be71546db378164,dummy,-0.012471913360059261,0.14913594722747803,0.04424520954489708,-0.13936582207679749,-0.07713929563760757,-0.3504553735256195,-0.04956403002142906,0.08470979332923889,0.16989678144454956,0.005644205491989851,-0.14742259681224823,0.10325745493173599,-0.13058839738368988,-0.08339209109544754,0.23937486112117767,-0.06075560674071312,0.030663074925541878,0.15789426863193512,-0.1395932137966156,-0.05484619736671448,-0.0001856577437138185,0.05459760129451752,0.13605408370494843,-0.13672712445259094,0.037189289927482605,0.19203582406044006,0.007839743047952652,-0.12066540122032166,0.04713556915521622,-0.13650226593017578,0.010207324288785458,0.11896906048059464,0.2383659929037094,0.2449697107076645,0.02723371610045433,-0.08690580725669861,0.1394493132829666,0.0572720430791378,-0.1963624656200409,0.032206520438194275,-0.06392480432987213,0.03290674462914467,0.10153861343860626,-0.0312611423432827,-0.1294674426317215,-0.016355477273464203,0.1020132377743721,0.14372044801712036,0.10992179811000824,-0.1380528211593628,0.0888213962316513,-0.05130472406744957,-0.05310329049825668,0.11298733949661255,-0.11037006974220276,-0.006442363373935223,-0.09296595305204391,0.25778600573539734,0.1901978701353073,-0.1525314748287201,0.10795897245407104,0.06054045259952545,-0.08498154580593109,0.1282149851322174
img_2e4a76acdc8c7308,dummy,-0.0672660768032074,0.11982633173465729,0.12411537021398544,0.053515490144491196,-0.14967279136180878,0.12879349291324615,0.2914516031742096,-0.047307293862104416,0.049109071493148804,-0.06725125014781952,-0.08026069402694702,-0.14196419715881348,-0.022836141288280487,-0.2157638967037201,-0.020885944366455078,0.16449065506458282,0.19832436740398407,-0.04783404991030693,0.07679417729377747,-0.02645009383559227,0.1350686103105545,0.08510831743478775,-0.31432050466537476,0.04203132167458534,-0.21764817833900452,-0.19440391659736633,0.0013169946614652872,0.09196630120277405,0.034725893288850784,0.09768589586019516,-0.014664240181446075,0.0885343849658966,0.009320790879428387,-0.05693473666906357,-0.16165901720523834,-0.0006930205854587257,-0.11181235313415527,-0.06307476758956909,-0.045806437730789185,0.24468715488910675,0.016085656359791756,0.06846676766872406,-0.017347825691103935,0.054945770651102066,-0.07418001443147659,-0.21294617652893066,-0.016055051237344742,-0.0012046670308336616,-0.31028440594673157,-0.10545624792575836,0.25273397564888,0.1141766682267189,0.04343366250395775,-0.11727546900510788,-0.15745146572589874,-0.003109665820375085,0.024890951812267303,-0.07216638326644897,-0.0048288945108652115,-0.055789828300476074,0.04571361467242241,-0.0869610384106636,-0.03046804666519165,0.17408105731010437
img_79fa2252d8f8caea,dummy,0.07887666672468185,-0.05956610292196274,0.06074326112866402,-0.04006163030862808,0.3013068437576294,0.12225902825593948,-0.032106008380651474,0.0042501711286604404,0.16151167452335358,-0.01002303883433342,0.221685990691185,-0.06612636893987656,-0.08595291525125504,0.009875300340354443,0.026157673448324203,0.2813510000705719,-0.06739047169685364,0.07328780740499496,0.24707460403442383,0.008423639461398125,-0.010031643323600292,0.08698862791061401,-0.063069649040699,0.12076608836650848,0.015013904310762882,-0.015810661017894745,-0.23482874035835266,-0.09078560769557953,0.03670167922973633,-0.12135640531778336,0.23155100643634796,0.012339409440755844,0.16646629571914673,0.010037682019174099,0.1553945243358612,0.051438186317682266,-0.22770702838897705,-0.06405417621135712,0.1576482206583023,0.09653665125370026,-0.13556817173957825,0.0033416831865906715,0.04498858377337456,-0.024995218962430954,-0.01558489166200161,-0.023069148883223534,0.1078437939286232,-0.04585511237382889,0.02149081788957119,0.004882918205112219,0.11088301241397858,-0.2753627598285675,-0.06220392882823944,0.049827225506305695,0.06731478124856949,0.1176508367061615,0.024076642468571663,-0.11780314892530441,-0.20778001844882965,0.06092989072203636,0.025888290256261826,0.34244802594184875,0.0178847536444664,0.08334914594888687
img_9dcf6b8125be50fa,dummy,-0.20981429517269135,0.05702860280871391,0.04827871918678284,-0.10924090445041656,0.13681340217590332,0.1127505749464035,-0.039542924612760544,-0.08793158829212189,0.10794400423765182,-0.1018056869506836,0.2775421440601349,0.14515042304992676,-0.07774616777896881,0.040324848145246506,0.07655464857816696,0.01395717728883028,0.13093756139278412,0.07821394503116608,-0.009817664511501789,-0.08959314972162247,-0.1184522807598114,-0.3240662217140198,0.07788843661546707,0.09076516330242157,-0.023046215996146202,0.038508135825395584,0.09658435732126236,-0.005228282418102026,0.09487307071685791,0.07001448422670364,-0.13106851279735565,-0.0060179452411830425,0.12113791704177856,0.08606316149234772,-0.08930328488349915,0.16534243524074554,-0.17993900179862976,-0.13462235033512115,-0.04209735617041588,0.20664481818675995,-0.032932598143815994,-0.024930335581302643,-0.10652539879083633,0.12528294324874878,-0.231770858168602,-0.013192898593842983,0.11325158178806305,-0.0106374341994524,-0.07921701669692993,0.14170005917549133,0.20461928844451904,0.09074479341506958,-0.17644527554512024,0.13897599279880524,-0.15985342860221863,0.03653443977236748,0.2711227536201477,-0.03428279981017113,-0.022469373419880867,-0.17271675169467926,0.013111574575304985,0.21062137186527252,-0.07304777204990387,-0.005903706885874271
img_7ae6a55f1708eabb,dummy,0.010196964256465435,0.14625294506549835,-0.1157609224319458,-0.18116025626659393,-0.20493145287036896,0.04722623899579048,-0.08526628464460373,-0.09284655749797821,-0.026937337592244148,0.01855465956032276,0.009222758933901787,0.16355298459529877,0.1014217883348465,-0.07887562364339828,-0.04511606693267822,-0.12709353864192963,-0.07930063456296921,0.0277758426964283,-0.03863831236958504,-0.09351696819067001,0.06932742148637772,0.01384485699236393,-0.22656214237213135,-0.05026625096797943,0.0782555565237999,-0.22908644378185272,-0.02258913964033127,0.05369940027594566,-0.016597982496023178,-0.050256866961717606,-0.005677706096321344,0.011053388938307762,0.036792539060115814,-0.03012510947883129,-0.13306625187397003,-0.2293592393398285,-0.18441684544086456,-0.1483207494020462,-0.12420561164617538,0.15612991154193878,0.140466570854187,-0.09670202434062958,-0.04872594401240349,-0.014619485475122929,-0.030937550589442253,-0.01668534241616726,-0.044798895716667175,-0.04574919492006302,-0.10742828249931335,0.09099698066711426,-0.20401538908481598,-0.06179851293563843,0.2462431639432907,-0.25308892130851746,-0.002778405789285898,0.3491488993167877,0.10726127028465271,0.051027365028858185,-0.04392748326063156,0.09561961889266968,-0.07608936727046967,0.26189637184143066,0.05674317106604576,-0.2200535535812378
